,cathode,dischargeCurrent,massFlowRate,gas,orificeDiameter,orificeLength,insertDiameter,insertLength,upstreamPressurePoint,orificeTemperature,insertTemperatureAverage,insertTemperature,totalPressure,totalPressureError_p,totalPressureError_m,electronDensity,electronTemperature,plasmaPotential,reference,note
10,NSTAR,12.0,0.3228523332702176,Xe,1.02,0.74,3.8,25.4,130.0,,1250.0383228905657,,8.6801,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
11,NSTAR,12.0,0.3407885740074519,Xe,1.02,0.74,3.8,25.4,130.0,,1250.0383228905657,,9.0455,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
12,NSTAR,12.0,0.3587248147446862,Xe,1.02,0.74,3.8,25.4,130.0,,1250.0383228905657,,9.4272,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
13,NSTAR,13.0,0.26545636291106783,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,7.6651,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
14,NSTAR,13.0,0.26904361105851465,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,7.6895,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
15,NSTAR,13.0,0.286979851795749,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,8.1767,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
16,NSTAR,13.0,0.29415434809064267,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,8.2092,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
17,NSTAR,13.0,0.3185476354932814,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,8.6964,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
18,NSTAR,13.0,0.3228523332702176,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,8.9157,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
19,NSTAR,13.0,0.3321791784535794,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,9.1836,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
20,NSTAR,13.0,0.3407885740074519,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,9.4516,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
21,NSTAR,13.0,0.3450932717843881,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,9.5978,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
22,NSTAR,13.0,0.3587248147446862,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,9.817,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
23,NSTAR,13.0,0.3716389080754949,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,10.2149,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
24,NSTAR,13.0,0.3766610554819205,Xe,1.02,0.74,3.8,25.4,130.0,,1262.1317863704567,,10.418,,,,,,"I. G. Mikellides, ""Effects of viscosity in a partially ionized channel flow with thermionic emission,"" Phys. Plasmas, vol. 16, no. 1, 2009.",Fig. 10 - Comparisons between measured and computed values of the cathode gas pressure. Tw is calculated with Polk's fit
25,NSTAR,6.0,0.26545636291106783,Xe,1.02,0.74,3.8,25.4,130.0,,1105.645,,7.0818,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
26,NSTAR,8.0,0.26545636291106783,Xe,1.02,0.74,3.8,25.4,130.0,,1151.224,,7.3746,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
27,NSTAR,10.0,0.26545636291106783,Xe,1.02,0.74,3.8,25.4,130.0,,1189.693,,8.3778,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
28,NSTAR,12.0,0.26545636291106783,Xe,1.02,0.74,3.8,25.4,130.0,,1206.733,,9.5007,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
29,NSTAR,15.0,0.26545636291106783,Xe,1.02,0.74,3.8,25.4,130.0,,1238.492,,11.8545,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
30,NSTAR,6.0,0.4304697776936235,Xe,1.02,0.74,3.8,25.4,130.0,,1098.86,,11.5019,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
31,NSTAR,8.0,0.4304697776936235,Xe,1.02,0.74,3.8,25.4,130.0,,1162.796,,12.6247,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
32,NSTAR,10.0,0.4304697776936235,Xe,1.02,0.74,3.8,25.4,130.0,,1195.934,,14.3318,,,,,,"J. Polk, A. Grubisic, N. Taheri, D. Goebel, R. Downey, and S. E. Hornbeck, ""Emitter Temperature Distributions in the NSTAR Discharge Hollow Cathode,"" 41st JPC, 2005.",Fig.4 - Comparison of temperatures from the NSTAR cathode and the plasma contactor. Fig.8 - Internal hollow cathode pressure increases with flowrate and discharge current
